ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
11344189,JB301494,06/10/2018 09:29:00 PM,076XX N SHERIDAN RD,0320,ROBBERY,STRONGARM - NO WEAPON,APARTMENT,false,false,2422,024,49,1,03,1165463,1950802,2018,06/17/2018 03:50:56 PM,42.02059812,-87.666436575,"(42.02059812, -87.666436575)",3,21853,10,340,5,9,11,32
11343708,JB301568,06/10/2018 09:27:00 PM,001XX W 87TH ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,true,false,0622,006,21,44,24,1176589,1847260,2018,06/17/2018 03:50:56 PM,41.736227704,-87.62862238,"(41.736227704, -87.62862238)",18,21554,40,1,13,59,20,236
11343628,JB301488,06/10/2018 09:20:00 PM,008XX N HUDSON AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,1823,018,27,8,04A,1173038,1905789,2018,06/17/2018 03:50:56 PM,41.896915916,-87.639901559,"(41.896915916, -87.639901559)",41,14926,37,617,46,54,14,51
11344262,JB302349,06/10/2018 09:20:00 PM,027XX N MILWAUKEE AVE,0810,THEFT,OVER $500,VEHICLE-COMMERCIAL,false,false,1412,014,35,22,06,1153986,1917838,2018,06/17/2018 03:50:56 PM,41.930380649,-87.709554828,"(41.930380649, -87.709554828)",15,22535,23,72,12,1,7,168
11345867,JB301502,06/10/2018 09:20:00 PM,036XX W DOUGLAS BLVD,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,false,false,1011,010,24,29,04B,,,2018,06/17/2018 03:50:56 PM,,,,,,,,,,,
11343714,JB301507,06/10/2018 09:15:00 PM,120XX S PRINCETON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0523,005,34,53,14,1176448,1825165,2018,06/17/2018 03:50:56 PM,41.675599058,-87.629800274,"(41.675599058, -87.629800274)",45,21861,50,60,22,19,10,218
11343659,JB301506,06/10/2018 09:03:00 PM,047XX N SHERIDAN RD,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,false,false,1914,019,46,3,14,1168772,1931858,2018,06/17/2018 03:50:56 PM,41.968544048,-87.654812052,"(41.968544048, -87.654812052)",37,22616,31,19,39,15,5,4
11343764,JB301560,06/10/2018 09:00:00 PM,019XX E 71ST ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,SIDEWALK,false,true,0332,003,5,43,04B,1190144,1858305,2018,06/17/2018 03:50:56 PM,41.766220865,-87.578607269,"(41.766220865, -87.578607269)",32,22538,39,381,33,24,18,212
11344064,JB302056,06/10/2018 09:00:00 PM,006XX N ST CLAIR ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1834,018,42,8,06,1177731,1904398,2018,06/17/2018 03:50:56 PM,41.892993568,-87.622707414,"(41.892993568, -87.622707414)",22,21182,37,159,36,6,14,74
11344299,JB302379,06/10/2018 09:00:00 PM,002XX E OHIO ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CONVENIENCE STORE,false,false,1834,018,42,8,11,1177903,1904245,2018,06/17/2018 03:50:56 PM,41.892569818,-87.62208039,"(41.892569818, -87.62208039)",22,21182,37,159,36,6,14,74
11343696,JB301496,06/10/2018 09:00:00 PM,014XX S LAFLIN ST,0810,THEFT,OVER $500,PARK PROPERTY,false,false,1233,012,2,28,06,1166609,1893051,2018,06/17/2018 03:50:56 PM,41.862102007,-87.663879084,"(41.862102007, -87.663879084)",48,14920,29,96,23,43,15,150
11343686,JB301596,06/10/2018 09:00:00 PM,075XX S DOBSON AVE,0810,THEFT,OVER $500,PARK PROPERTY,false,false,0624,006,8,69,06,1184533,1855042,2018,06/17/2018 03:50:56 PM,41.757400139,-87.599275389,"(41.757400139, -87.599275389)",9,21546,67,497,35,61,20,227
11344204,JB302248,06/10/2018 09:00:00 PM,080XX S CLYDE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0414,004,8,46,07,1191590,1852175,2018,06/17/2018 03:50:56 PM,41.749364699,-87.573505702,"(41.749364699, -87.573505702)",9,21202,42,507,35,25,19,222
11343962,JB301890,06/10/2018 09:00:00 PM,033XX W 60TH PL,0820,THEFT,$500 AND UNDER,STREET,false,false,0823,008,16,66,06,1155255,1864311,2018,06/17/2018 03:50:56 PM,41.783471142,-87.706327925,"(41.783471142, -87.706327925)",19,21867,64,344,6,58,13,276
11345894,JB304296,06/10/2018 09:00:00 PM,118XX S EGGLESTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0522,005,34,53,08B,1175425,1826447,2018,06/17/2018 03:50:56 PM,41.679139928,-87.633506543,"(41.679139928, -87.633506543)",45,21861,50,255,22,19,10,267
11344087,JB302111,06/10/2018 09:00:00 PM,019XX S WELLS ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,0914,009,25,34,06,1175007,1890942,2018,06/17/2018 03:50:56 PM,41.856130929,-87.633114676,"(41.856130929, -87.633114676)",8,21194,35,3,26,40,23,157
11344277,JB302375,06/10/2018 09:00:00 PM,042XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,false,false,0213,002,3,38,06,1179561,1877019,2018,06/17/2018 03:50:56 PM,41.817822096,-87.616825683,"(41.817822096, -87.616825683)",12,4301,4,163,9,36,24,104
11344304,JB302203,06/10/2018 09:00:00 PM,008XX N MICHIGAN AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1833,018,42,8,06,1177330,1906499,2018,06/17/2018 03:50:56 PM,41.898767916,-87.624116333,"(41.898767916, -87.624116333)",22,21182,37,104,36,6,14,71
11343632,JB301489,06/10/2018 08:50:00 PM,047XX S PAULINA ST,0460,BATTERY,SIMPLE,STREET,false,false,0931,009,20,61,08B,1165807,1873375,2018,06/17/2018 03:50:56 PM,41.808126189,-87.667383061,"(41.808126189, -87.667383061)",53,14924,59,740,3,37,23,119
11347919,JB307080,06/10/2018 08:45:00 PM,016XX N DAMEN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESTAURANT,false,false,1434,014,32,24,26,1162770,1910813,2018,06/17/2018 03:50:56 PM,41.910923684,-87.677473122,"(41.910923684, -87.677473122)",16,22535,25,438,11,4,7,192
11344114,JB301519,06/10/2018 08:41:00 PM,003XX N CENTRAL PARK AVE,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,1123,011,28,27,08B,1152330,1901857,2018,06/17/2018 03:50:56 PM,41.886560206,-87.716062887,"(41.886560206, -87.716062887)",11,21572,28,176,23,30,16,86
11350281,JB310332,06/10/2018 08:40:00 PM,003XX S FRANKLIN ST,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,0122,001,2,32,03,,,2018,06/17/2018 03:50:56 PM,,,,,,,,,,,
11343578,JB301462,06/10/2018 08:35:00 PM,0000X W KINZIE ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1831,018,42,8,06,1175734,1903009,2018,06/17/2018 03:50:56 PM,41.889227229,-87.630083361,"(41.889227229, -87.630083361)",22,4446,37,670,36,55,14,73
11343661,JB301459,06/10/2018 08:35:00 PM,076XX S ABERDEEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,0612,006,17,71,08B,1170306,1854193,2018,06/17/2018 03:50:56 PM,41.755391667,-87.651439785,"(41.755391667, -87.651439785)",17,21554,70,572,31,59,20,230
11343600,JB301466,06/10/2018 08:35:00 PM,040XX W KAMERLING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,2534,025,27,23,08B,1149127,1908684,2018,06/17/2018 03:50:56 PM,41.905356829,-87.727648214,"(41.905356829, -87.727648214)",41,4299,24,286,45,5,6,194
11344617,JB302845,06/10/2018 08:35:00 PM,013XX W 14TH ST,0870,THEFT,POCKET-PICKING,PARK PROPERTY,false,false,1233,012,2,28,06,1167761,1893524,2018,06/17/2018 03:50:56 PM,41.863375231,-87.659636657,"(41.863375231, -87.659636657)",48,14920,29,96,26,43,15,150
11343743,JB301530,06/10/2018 08:33:00 PM,072XX S MORGAN ST,1120,DECEPTIVE PRACTICE,FORGERY,STREET,false,false,0733,007,17,68,10,1170894,1856917,2018,06/17/2018 03:50:56 PM,41.762853861,-87.649205529,"(41.762853861, -87.649205529)",17,21559,66,512,32,11,17,215
11343602,JB301478,06/10/2018 08:31:00 PM,052XX W JACKSON BLVD,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,1522,015,29,25,26,1141592,1898171,2018,06/17/2018 03:50:56 PM,41.876650547,-87.755587101,"(41.876650547, -87.755587101)",52,22216,26,68,7,32,25,97
11344512,JB302787,06/10/2018 08:30:00 PM,013XX E 72ND PL,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,false,false,0324,003,5,43,26,1186406,1857199,2018,06/17/2018 03:50:56 PM,41.763275088,-87.592343108,"(41.763275088, -87.592343108)",32,21546,39,451,35,61,18,217
11344039,JB302013,06/10/2018 08:29:00 PM,039XX W OGDEN AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,1013,010,22,29,06,1150286,1889027,2018,06/17/2018 03:50:56 PM,41.851393305,-87.723903515,"(41.851393305, -87.723903515)",14,21569,30,125,28,57,21,161
11344742,JB301452,06/10/2018 08:28:00 PM,004XX N MENARD AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1512,015,29,25,03,,,2018,06/17/2018 03:50:56 PM,,,,,,,,,,,
11343625,JB301455,06/10/2018 08:20:00 PM,096XX S OGLESBY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0431,004,7,51,08B,1193773,1841643,2018,06/17/2018 03:50:56 PM,41.720410779,-87.565850617,"(41.720410779, -87.565850617)",43,21202,48,252,47,25,19,249
11343606,JB301458,06/10/2018 08:17:00 PM,014XX S INDEPENDENCE BLVD,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,true,false,1011,010,24,29,26,1151230,1893061,2018,06/17/2018 03:50:56 PM,41.862444646,-87.72033308,"(41.862444646, -87.72033308)",36,21569,30,33,14,57,21,155
11343680,JB301499,06/10/2018 08:13:00 PM,039XX W ARTHINGTON ST,1330,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,true,false,1132,011,24,26,26,1150160,1895742,2018,06/17/2018 03:50:56 PM,41.869822522,-87.724191109,"(41.869822522, -87.724191109)",36,21572,27,702,14,30,16,142
11346803,JB304938,06/10/2018 08:10:00 PM,013XX W 14TH ST,0870,THEFT,POCKET-PICKING,PARK PROPERTY,false,false,1233,012,2,28,06,,,2018,06/17/2018 03:50:56 PM,,,,,,,,,,,
11344223,JB302233,06/10/2018 08:10:00 PM,061XX S NARRAGANSETT AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,0812,008,23,64,26,1134794,1863173,2018,06/17/2018 03:50:56 PM,41.7807332,-87.781373244,"(41.7807332, -87.781373244)",35,22268,62,265,15,7,13,272
11343571,JB301444,06/10/2018 08:07:00 PM,022XX S PULASKI RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1013,010,22,29,18,1150054,1889039,2018,06/17/2018 03:50:56 PM,41.851430749,-87.724754706,"(41.851430749, -87.724754706)",14,21569,30,125,28,57,21,161
11343599,JB301479,06/10/2018 08:00:00 PM,043XX N CLARENDON AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,1915,019,46,3,06,1170129,1929242,2018,06/17/2018 03:50:56 PM,41.961336068,-87.64989918,"(41.961336068, -87.64989918)",37,21186,31,577,39,53,5,5
11344072,JB302069,06/10/2018 08:00:00 PM,107XX S WENTWORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,0513,005,34,49,07,1176848,1833846,2018,06/17/2018 03:50:56 PM,41.699412052,-87.628076069,"(41.699412052, -87.628076069)",45,21861,45,524,22,19,10,260
11343697,JB301411,06/10/2018 08:00:00 PM,014XX S LAFLIN ST,0870,THEFT,POCKET-PICKING,PARK PROPERTY,false,false,1233,012,2,28,06,1166609,1893051,2018,06/17/2018 03:50:56 PM,41.862102007,-87.663879084,"(41.862102007, -87.663879084)",48,14920,29,96,23,43,15,150
11348612,JB308009,06/10/2018 08:00:00 PM,024XX W DIVERSEY AVE,0810,THEFT,OVER $500,STREET,false,false,1411,014,1,21,06,,,2018,06/17/2018 03:50:56 PM,,,,,,,,,,,
11343846,JB301736,06/10/2018 08:00:00 PM,003XX N COLUMBUS DR,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,0114,001,42,32,06,1178294,1902275,2018,06/17/2018 03:50:56 PM,41.887155139,-87.62070451,"(41.887155139, -87.62070451)",22,14309,38,580,36,42,22,87
11344413,JB301429,06/10/2018 08:00:00 PM,019XX W NORTH AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,1434,014,32,24,06,1162962,1910659,2018,06/17/2018 03:50:56 PM,41.910497067,-87.676772114,"(41.910497067, -87.676772114)",24,21560,25,482,41,4,7,200
11343876,JB301764,06/10/2018 08:00:00 PM,015XX N WESTERN AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,1424,014,1,24,06,1160129,1910203,2018,06/17/2018 03:50:56 PM,41.909304803,-87.687192108,"(41.909304803, -87.687192108)",24,21560,25,516,41,4,7,200
11343647,JB301476,06/10/2018 08:00:00 PM,0000X E LOWER WACKER DR,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,ALLEY,false,false,0111,001,42,32,02,1176971,1902537,2018,06/17/2018 03:50:56 PM,41.887904127,-87.625554948,"(41.887904127, -87.625554948)",22,14309,38,580,36,42,22,88
11343575,JB301449,06/10/2018 08:00:00 PM,074XX S PRINCETON AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,0731,007,17,69,24,1175578,1855726,2018,06/17/2018 03:50:56 PM,41.75948211,-87.632073533,"(41.75948211, -87.632073533)",17,21559,67,494,32,11,17,210
11343692,JB301573,06/10/2018 08:00:00 PM,009XX E MARQUETTE RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0321,003,5,42,08B,1183586,1861446,2018,06/17/2018 03:50:56 PM,41.774995457,-87.602546567,"(41.774995457, -87.602546567)",32,22260,9,347,33,60,18,206
11343582,JB301431,06/10/2018 07:51:00 PM,023XX W 59TH ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,0824,008,16,63,04B,1161592,1865468,2018,06/17/2018 03:50:56 PM,41.786516951,-87.683062073,"(41.786516951, -87.683062073)",19,22257,61,112,2,23,13,269
11343618,JB301434,06/10/2018 07:51:00 PM,115XX S PEORIA ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,true,false,0524,005,34,53,26,1172159,1828132,2018,06/17/2018 03:50:56 PM,41.683836017,-87.645412176,"(41.683836017, -87.645412176)",45,22212,50,642,22,13,10,220
11343629,JB301422,06/10/2018 07:48:00 PM,013XX W BELMONT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,false,1933,019,32,6,08B,1166856,1921365,2018,06/17/2018 03:50:56 PM,41.939792242,-87.662159231,"(41.939792242, -87.662159231)",38,4449,57,741,25,22,5,28
11343555,JB301413,06/10/2018 07:45:00 PM,043XX N CLARENDON AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,false,false,1915,019,46,3,06,1170129,1929242,2018,06/17/2018 03:50:56 PM,41.961336068,-87.64989918,"(41.961336068, -87.64989918)",37,21186,31,577,39,53,5,5
11343723,JB301432,06/10/2018 07:45:00 PM,0000X W JACKSON BLVD,0810,THEFT,OVER $500,SIDEWALK,false,false,0113,001,42,32,06,1176018,1898981,2018,06/17/2018 03:50:56 PM,41.878167778,-87.629161789,"(41.878167778, -87.629161789)",48,14912,38,92,10,29,22,126
11343590,JB301425,06/10/2018 07:45:00 PM,051XX W MADISON ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1533,015,28,25,08B,1142285,1899542,2018,06/17/2018 03:50:56 PM,41.880399914,-87.753008553,"(41.880399914, -87.753008553)",11,22216,26,696,23,32,25,137
11344444,JB302499,06/10/2018 07:45:00 PM,021XX N HALSTED ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,false,false,1812,018,43,7,08B,1170598,1914542,2018,06/17/2018 03:50:56 PM,41.920988402,-87.648606596,"(41.920988402, -87.648606596)",51,21190,68,744,34,16,14,149
11343554,JB301418,06/10/2018 07:40:00 PM,021XX N CLYBOURN AVE,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),false,false,1811,018,43,7,26,1166993,1914077,2018,06/17/2018 03:50:56 PM,41.919790638,-87.661865485,"(41.919790638, -87.661865485)",51,21190,68,210,11,16,14,186
11343596,JB301415,06/10/2018 07:38:00 PM,076XX S COLES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0421,004,7,43,08B,1196532,1854894,2018,06/17/2018 03:50:56 PM,41.756704648,-87.555306513,"(41.756704648, -87.555306513)",43,22538,39,421,37,24,19,225
11343547,JB301416,06/10/2018 07:34:00 PM,078XX S HALSTED ST,0860,THEFT,RETAIL THEFT,DRUG STORE,false,false,0621,006,17,71,06,1172330,1852778,2018,06/17/2018 03:50:56 PM,41.751464464,-87.644063902,"(41.751464464, -87.644063902)",17,21554,70,556,31,59,20,229
11343584,JB301464,06/10/2018 07:33:00 PM,075XX S STONY ISLAND AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,PARKING LOT/GARAGE(NON.RESID.),true,false,0411,004,5,43,18,1188125,1855118,2018,06/17/2018 03:50:56 PM,41.75752383,-87.586108987,"(41.75752383, -87.586108987)",9,22538,39,188,35,24,19,224
11344090,JB302076,06/10/2018 07:30:00 PM,012XX N WELLS ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1821,018,43,8,06,1174488,1908476,2018,06/17/2018 03:50:56 PM,41.9042569,-87.634495594,"(41.9042569, -87.634495594)",51,14926,37,290,11,54,14,198
11343577,JB301426,06/10/2018 07:30:00 PM,006XX E 103RD ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,true,false,0511,005,9,49,18,1182160,1836799,2018,06/17/2018 03:50:56 PM,41.707394458,-87.608535013,"(41.707394458, -87.608535013)",30,21861,45,570,43,19,10,256
11344511,JB302227,06/10/2018 07:30:00 PM,007XX W 77TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0621,006,17,71,08B,1172533,1853804,2018,06/17/2018 03:50:56 PM,41.754275474,-87.643289852,"(41.754275474, -87.643289852)",17,21554,70,556,31,59,20,229
11345128,JB303429,06/10/2018 07:30:00 PM,117XX S PEORIA ST,0560,ASSAULT,SIMPLE,STREET,false,false,0524,005,34,53,08A,1172434,1826951,2018,06/17/2018 03:50:56 PM,41.680589132,-87.64444006,"(41.680589132, -87.64444006)",45,22212,50,642,22,13,10,220
11344963,JB302168,06/10/2018 07:30:00 PM,046XX N LAKE SHORE DR NB,051A,ASSAULT,AGGRAVATED: HANDGUN,OTHER,false,false,1914,019,46,3,04A,1170862,1930976,2018,06/17/2018 03:50:56 PM,41.96607814,-87.647153241,"(41.96607814, -87.647153241)",37,21186,31,636,39,15,5,4
11344006,JB301963,06/10/2018 07:30:00 PM,021XX N POINT ST,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),false,false,1431,014,1,22,06,1157688,1913645,2018,06/17/2018 03:50:56 PM,41.918800033,-87.696065321,"(41.918800033, -87.696065321)",24,22535,23,294,41,1,7,184
11343637,JB301477,06/10/2018 07:30:00 PM,013XX W HASTINGS ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,1233,012,2,28,04A,1167616,1893850,2018,06/17/2018 03:50:56 PM,41.864272923,-87.660159555,"(41.864272923, -87.660159555)",48,14920,29,96,26,43,15,150
11343569,JB301409,06/10/2018 07:30:00 PM,084XX S PHILLIPS AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,0423,004,7,46,06,1193970,1849533,2018,06/17/2018 03:50:56 PM,41.742056827,-87.564871057,"(41.742056827, -87.564871057)",43,21202,42,478,37,25,19,238
11343631,JB301446,06/10/2018 07:28:00 PM,100XX S FOREST AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENTIAL YARD (FRONT/BACK),false,false,0511,005,9,49,04B,1180018,1838530,2018,06/17/2018 03:50:56 PM,41.712193757,-87.616326201,"(41.712193757, -87.616326201)",30,21861,45,570,43,19,10,250
11343553,JB301391,06/10/2018 07:20:00 PM,036XX E 106TH ST,0860,THEFT,RETAIL THEFT,DRUG STORE,false,false,0432,004,10,52,06,1201989,1835277,2018,06/17/2018 03:50:56 PM,41.702737032,-87.535974085,"(41.702737032, -87.535974085)",47,21202,49,602,47,25,19,247
11343810,JB301383,06/10/2018 07:15:00 PM,079XX S RHODES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0624,006,6,44,14,1181283,1852445,2018,06/17/2018 03:50:56 PM,41.750349172,-87.611265936,"(41.750349172, -87.611265936)",31,21546,40,11,32,61,20,227
11343505,JB301398,06/10/2018 07:10:00 PM,132XX S CARONDOLET AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0433,004,10,55,08A,1198437,1817672,2018,06/17/2018 03:50:56 PM,41.654516575,-87.549566714,"(41.654516575, -87.549566714)",47,22250,52,586,47,26,19,259
11343501,JB301389,06/10/2018 07:08:00 PM,007XX N LAWNDALE AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1112,011,27,23,18,1151587,1904667,2018,06/17/2018 03:50:56 PM,41.894285768,-87.718717474,"(41.894285768, -87.718717474)",41,21572,24,584,46,30,16,66
11343470,JB301370,06/10/2018 07:05:00 PM,015XX N KINGSBURY ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,1822,018,32,8,06,1169505,1910252,2018,06/17/2018 03:50:56 PM,41.909240284,-87.65274758,"(41.909240284, -87.65274758)",16,22620,37,108,46,49,14,199
11344384,JB302516,06/10/2018 07:00:00 PM,072XX S VERNON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0323,003,6,69,08B,1180499,1857172,2018,06/17/2018 03:50:56 PM,41.763338591,-87.613994007,"(41.763338591, -87.613994007)",31,21546,67,515,32,61,18,223
11344517,JB302466,06/10/2018 07:00:00 PM,014XX W NORTH SHORE AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,2432,024,40,1,06,1165597,1944615,2018,06/17/2018 03:50:56 PM,42.003618026,-87.66612092,"(42.003618026, -87.66612092)",46,21853,10,358,5,9,11,41
11343617,JB301435,06/10/2018 07:00:00 PM,003XX W 118TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0522,005,34,53,08B,1176321,1826680,2018,06/17/2018 03:50:56 PM,41.679759298,-87.630219868,"(41.679759298, -87.630219868)",45,21861,50,255,22,19,10,267
11349437,JB309106,06/10/2018 07:00:00 PM,024XX W EASTWOOD AVE,0890,THEFT,FROM BUILDING,OTHER,false,false,1911,019,47,4,06,,,2018,06/17/2018 03:50:56 PM,,,,,,,,,,,
11343548,JB301397,06/10/2018 07:00:00 PM,050XX N MELVINA AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1622,016,45,11,06,1133878,1933205,2018,06/17/2018 03:50:56 PM,41.972926966,-87.783085504,"(41.972926966, -87.783085504)",20,21869,11,779,50,48,12,43
11343636,JB301493,06/10/2018 07:00:00 PM,051XX W IOWA ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1531,015,37,25,18,1141777,1905499,2018,06/17/2018 03:50:56 PM,41.896756058,-87.754726409,"(41.896756058, -87.754726409)",4,4299,26,585,45,5,25,69
11344606,JB302891,06/10/2018 07:00:00 PM,027XX N HAMPDEN CT,0820,THEFT,$500 AND UNDER,STREET,false,false,1935,019,43,7,06,1172333,1918484,2018,06/17/2018 03:50:56 PM,41.93176723,-87.642115111,"(41.93176723, -87.642115111)",51,21190,68,18,34,16,5,178
11345610,JB304172,06/10/2018 07:00:00 PM,013XX W DIVERSEY PKWY,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1932,019,32,6,14,1166955,1918711,2018,06/17/2018 03:50:56 PM,41.932507405,-87.661871776,"(41.932507405, -87.661871776)",16,21190,57,679,40,22,5,173
11343709,JB301569,06/10/2018 07:00:00 PM,061XX S TALMAN AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,false,false,0825,008,15,66,20,1159759,1863906,2018,06/17/2018 03:50:56 PM,41.782268452,-87.689825703,"(41.782268452, -87.689825703)",44,21867,64,111,2,58,13,274
11343699,JB301528,06/10/2018 07:00:00 PM,013XX W 14TH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,PARK PROPERTY,false,true,1233,012,2,28,26,1167761,1893524,2018,06/17/2018 03:50:56 PM,41.863375231,-87.659636657,"(41.863375231, -87.659636657)",48,14920,29,96,26,43,15,150
11343875,JB301739,06/10/2018 07:00:00 PM,062XX N GLENWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),false,false,2433,024,48,77,07,1165837,1941768,2018,06/17/2018 03:50:56 PM,41.995800661,-87.665319685,"(41.995800661, -87.665319685)",40,4451,76,536,16,14,11,50
11343836,JB301735,06/10/2018 07:00:00 PM,030XX W GRACE ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,1733,017,33,16,06,1155222,1925105,2018,06/17/2018 03:50:56 PM,41.950297052,-87.704817003,"(41.950297052, -87.704817003)",2,21538,16,372,20,39,1,23
